ID_site;Bloc;Coupe;Exclos;Analogue;Diam_bas;Diam_api;Longueur ;Classe;Diam_bas_m;Diam_api_m
ACTAEA2;A;totale;avec;2;12,6;12,1;195;1;0,126;0,121
ACTAEA2;A;totale;avec;2;10,6;10,1;105;2;0,106;0,101
ACTAEA2;A;totale;avec;2;10,5;9,9;100;3;0,105;0,099
ACTAEA2;A;totale;avec;2;25;3,9;348;3;0,25;0,039
ACTAEA2;A;totale;avec;2;15,5;13,6;160;3;0,155;0,136
ACTAEA2;A;totale;avec;2;26,9;2,6;520;3;0,269;0,026
ACTAEA2;A;totale;avec;2;12,6;8;684;2;0,126;0,08
ACTAEA2;A;totale;avec;2;9,7;7,5;128;2;0,097;0,075
ACTAEA2;A;totale;avec;2;11,5;7,8;545;2;0,115;0,078
ACTAEA2;A;totale;avec;2;12,6;5,4;510;2;0,126;0,054
ACTAEA2;A;totale;avec;2;12,5;8,8;480;2;0,125;0,088
ACTAEA2;A;totale;avec;2;11,8;10,3;142;2;0,118;0,103
ACTAEA2;A;totale;avec;2;11,2;10,3;195;2;0,112;0,103
ACTAEA2;A;totale;avec;2;10,2;9,7;102;2;0,102;0,097
ACTAEA2;A;totale;avec;2;9,7;9;156;2;0,097;0,09
ACTAEA2;A;totale;avec;2;14,7;11,5;310;3;0,147;0,115
ACTAEA2;A;totale;avec;2;10;9,7;225;2;0,1;0,097
ACTAEA2;A;totale;avec;2;11,1;10,6;105;2;0,111;0,106
ACTAEA3;A;totale;avec;3;13,3;9,9;154;2;0,133;0,099
ACTAEA3;A;totale;avec;3;10,2;9,6;100;2;0,102;0,096
ACTAEA3;A;totale;avec;3;10,2;8,5;420;3;0,102;0,085
ACTAEA3;A;totale;avec;3;13,8;14,9;500;2;0,138;0,149
ACTAEA3;A;totale;avec;3;10;9,6;104;3;0,1;0,096
ACTAEA3;A;totale;avec;3;9,5;9,1;135;3;0,095;0,091
ACTAEA3;A;totale;avec;3;9,6;7,4;447;3;0,096;0,074
ACTAEA3;A;totale;avec;3;16;7;207;3;0,16;0,07
ACTAEA1;A;totale;avec;1;12,1;7,1;687;2;0,121;0,071
ACTAEA1;A;totale;avec;1;12,2;6;860;2;0,122;0,06
ACTAEA1;A;totale;avec;1;11,7;1,8;732;2;0,117;0,018
ACTAEA1;A;totale;avec;1;13;4,4;645;3;0,13;0,044
ACTAEA1;A;totale;avec;1;11,2;6,9;581;3;0,112;0,069
ACTAEA1;A;totale;avec;1;11,5;2,5;1070;2;0,115;0,025
ACTAEA1;A;totale;avec;1;9,7;9,7;102;3;0,097;0,097
ACTAEA1;A;totale;avec;1;9,6;7,2;490;2;0,096;0,072
ACTAEA1;A;totale;avec;1;20,7;12,3;365;3;0,207;0,123
ACTAEA1;A;totale;avec;1;18,2;11,4;485;3;0,182;0,114
ACTAEA1;A;totale;avec;1;11;7,5;500;2;0,11;0,075
ACTSEA2;A;totale;sans;2;12,6;4,5;390;2;0,126;0,045
ACTSEA2;A;totale;sans;2;10,7;7,8;162;2;0,107;0,078
ACTSEA2;A;totale;sans;2;35,1;34,7;132;3;0,351;0,347
ACTSEA2;A;totale;sans;2;14;13,3;197;4;0,14;0,133
ACTSEA2;A;totale;sans;2;11,8;6,7;122;3;0,118;0,067
ACTSEA2;A;totale;sans;2;17,9;17,8;122;3;0,179;0,178
ACTSEA2;A;totale;sans;2;10,4;8,4;108;3;0,104;0,084
ACTSEA3;A;totale;sans;3;30,3;25;172;3;0,303;0,25
ACTSEA3;A;totale;sans;3;14,2;10;270;3;0,142;0,1
ACTSEA3;A;totale;sans;3;36,8;25,2;245;2;0,368;0,252
ACTSEA3;A;totale;sans;3;10,7;6,3;352;2;0,107;0,063
ACTSEA3;A;totale;sans;3;19,1;10,7;140;4;0,191;0,107
ACTSEA3;A;totale;sans;3;26,5;20,9;230;3;0,265;0,209
ACTSEA3;A;totale;sans;3;12,5;11,8;109;3;0,125;0,118
ACTSEA3;A;totale;sans;3;23;20,4;165;4;0,23;0,204
ACTSEA3;A;totale;sans;3;21,5;18,5;137;4;0,215;0,185
ACTSEA1;A;totale;sans;1;18,8;16,4;162;4;0,188;0,164
ACTSEA1;A;totale;sans;1;12,3;8,2;295;4;0,123;0,082
ACTSEA1;A;totale;sans;1;24,9;24,4;365;4;0,249;0,244
ACTSEA1;A;totale;sans;1;9,1;8,1;225;3;0,091;0,081
ACTSEA1;A;totale;sans;1;18,7;18,6;127;4;0,187;0,186
ACTSEA1;A;totale;sans;1;17,3;10,9;221;4;0,173;0,109
ACTSEA1;A;totale;sans;1;23,1;16,3;206;4;0,231;0,163
ACTSEA1;A;totale;sans;1;14,4;11,7;180;3;0,144;0,117
ACTSEA1;A;totale;sans;1;20,3;19,1;125;4;0,203;0,191
ACTSEA1;A;totale;sans;1;21,2;20,1;134;4;0,212;0,201
ACTSEA1;A;totale;sans;1;11,6;11,1;260;3;0,116;0,111
ACTSEA1;A;totale;sans;1;15;11,7;200;2;0,15;0,117
ACTSEA1;A;totale;sans;1;12,4;8,1;395;3;0,124;0,081
ACTSEA1;A;totale;sans;1;38,2;33,4;300;4;0,382;0,334
ACTSEA1;A;totale;sans;1;14,5;8,7;129;3;0,145;0,087
ACTSEA1;A;totale;sans;1;14,1;3,7;995;2;0,141;0,037
ACTSEA1;A;totale;sans;1;10,1;6,9;155;2;0,101;0,069
ACTSEA1;A;totale;sans;1;24,1;22;350;4;0,241;0,22
ACTSEA1;A;totale;sans;1;14,5;12,1;255;2;0,145;0,121
ACTSEA1;A;totale;sans;1;25,2;21,7;245;2;0,252;0,217
BCTAEA3;B;totale;avec;3;11,1;9,4;192;3;0,111;0,094
BCTAEA3;B;totale;avec;3;10,4;9;208;3;0,104;0,09
BCTAEA3;B;totale;avec;3;14,6;5,6;272;3;0,146;0,056
BCTAEA3;B;totale;avec;3;24,8;21;335;4;0,248;0,21
BCTAEA3;B;totale;avec;3;22,4;10;107;3;0,224;0,1
BCTAEA1;B;totale;avec;1;19,1;16,9;102;3;0,191;0,169
BCTAEA1;B;totale;avec;1;34,5;33,6;357;4;0,345;0,336
BCTAEA1;B;totale;avec;1;27,5;25,4;264;4;0,275;0,254
BCTAEA1;B;totale;avec;1;27,4;28,6;116;4;0,274;0,286
BCTAEA1;B;totale;avec;1;16;15,2;146;3;0,16;0,152
BCTAEA1;B;totale;avec;1;19,1;17,3;412;2;0,191;0,173
BCTAEA1;B;totale;avec;1;13,8;8,8;204;2;0,138;0,088
BCTAEA1;B;totale;avec;1;24,5;16,6;206;4;0,245;0,166
BCTAEA1;B;totale;avec;1;14,7;4;328;2;0,147;0,04
BCTAEA2;B;totale;avec;2;18,3;11,12;168;4;0,183;0,1112
BCTAEA2;B;totale;avec;2;12,8;7,8;355;2;0,128;0,078
BCTAEA2;B;totale;avec;2;10,6;8,9;138;3;0,106;0,089
BCTAEA2;B;totale;avec;2;10,7;7,2;172;3;0,107;0,072
BCTAEA2;B;totale;avec;2;11,2;4;500;3;0,112;0,04
BCTAEA2;B;totale;avec;2;29,7;9,9;119;2;0,297;0,099
BCTAEA2;B;totale;avec;2;25;22,6;210;3;0,25;0,226
BCTAEA2;B;totale;avec;2;13,2;6,6;275;3;0,132;0,066
BCTAEA2;B;totale;avec;2;14,8;9,4;148;3;0,148;0,094
BCTAEA2;B;totale;avec;2;24,4;23,1;220;4;0,244;0,231
BCTSEA1;B;totale;sans;1;11,9;9,9;117;3;0,119;0,099
BCTSEA1;B;totale;sans;1;10,1;8,9;107;4;0,101;0,089
BCTSEA1;B;totale;sans;1;17,3;7,3;372;2;0,173;0,073
BCTSEA1;B;totale;sans;1;9,8;8,4;154;4;0,098;0,084
BCTSEA1;B;totale;sans;1;15,6;10,7;305;2;0,156;0,107
BCTSEA1;B;totale;sans;1;20;16,5;233;3;0,2;0,165
BCTSEA1;B;totale;sans;1;9,1;6,1;365;3;0,091;0,061
BCTSEA1;B;totale;sans;1;11,9;7;323;3;0,119;0,07
BCTSEA2;B;totale;sans;2;10,2;8,5;371;2;0,102;0,085
BCTSEA2;B;totale;sans;2;15,7;14,3;162;3;0,157;0,143
BCTSEA2;B;totale;sans;2;9,1;7,9;231;4;0,091;0,079
BCTSEA2;B;totale;sans;2;13,5;11,2;112;3;0,135;0,112
BCTSEA2;B;totale;sans;2;31,2;21,9;130;3;0,312;0,219
BCTSEA2;B;totale;sans;2;9,4;8,9;156;2;0,094;0,089
BCTSEA2;B;totale;sans;2;10,2;2,5;430;2;0,102;0,025
BCTSEA2;B;totale;sans;2;9,3;2,6;448;2;0,093;0,026
BCTSEA3;B;totale;sans;3;19,1;8;341;2;0,191;0,08
BCTSEA3;B;totale;sans;3;9,1;7,8;213;3;0,091;0,078
BCTSEA3;B;totale;sans;3;20,5;16,9;132;3;0,205;0,169
BCTSEA3;B;totale;sans;3;9;7,9;239;3;0,09;0,079
BCTSEA3;B;totale;sans;3;26,3;20,3;112;3;0,263;0,203
BCTSEA3;B;totale;sans;3;14,4;13,3;216;2;0,144;0,133
BCTSEA3;B;totale;sans;3;12,5;11,3;126;4;0,125;0,113
BCTSEA3;B;totale;sans;3;14,7;11,2;119;4;0,147;0,112
BCTSEA3;B;totale;sans;3;11,6;9,1;135;2;0,116;0,091
BCTSEA3;B;totale;sans;3;13,4;11,3;340;3;0,134;0,113
BCTSEA3;B;totale;sans;3;9,4;7,6;168;3;0,094;0,076
BCTSEA3;B;totale;sans;3;13,3;9;176;3;0,133;0,09
BCTSEA3;B;totale;sans;3;10,8;8,1;221;3;0,108;0,081
BCTSEA3;B;totale;sans;3;11,7;4,2;316;2;0,117;0,042
BCTSEA3;B;totale;sans;3;9,2;8,1;186;2;0,092;0,081
CCTAEA3;C;totale;avec;3;13,3;7,6;161;2;0,133;0,076
CCTAEA3;C;totale;avec;3;10,2;5,2;202;2;0,102;0,052
CCTAEA3;C;totale;avec;3;11,9;7,7;181;2;0,119;0,077
CCTAEA3;C;totale;avec;3;15,3;14,9;106;3;0,153;0,149
CCTAEA3;C;totale;avec;3;11,1;7,3;141;3;0,111;0,073
CCTAEA3;C;totale;avec;3;9,2;5,8;144;2;0,092;0,058
CCTAEA3;C;totale;avec;3;11,8;9,5;206;2;0,118;0,095
CCTAEA3;C;totale;avec;3;9,8;2,5;153;3;0,098;0,025
CCTAEA3;C;totale;avec;3;15,3;12,2;116;3;0,153;0,122
CCTAEA3;C;totale;avec;3;9,4;7,3;135;3;0,094;0,073
CCTAEA1;C;totale;avec;1;19,6;15,8;131;3;0,196;0,158
CCTAEA1;C;totale;avec;1;14,3;15;199;3;0,143;0,15
CCTAEA1;C;totale;avec;1;14,4;7;174;3;0,144;0,07
CCTAEA1;C;totale;avec;1;10,5;7,1;252;4;0,105;0,071
CCTAEA1;C;totale;avec;1;10,8;6,3;151;3;0,108;0,063
CCTAEA1;C;totale;avec;1;9,1;6,8;124;3;0,091;0,068
CCTAEA1;C;totale;avec;1;10,5;9,1;238;2;0,105;0,091
CCTAEA1;C;totale;avec;1;13,9;9,4;192;3;0,139;0,094
CCTAEA2;C;totale;avec;2;9,7;8,7;123;3;0,097;0,087
CCTAEA2;C;totale;avec;2;10,7;8,9;188;2;0,107;0,089
CCTAEA2;C;totale;avec;2;13,1;12,2;108;3;0,131;0,122
CCTAEA2;C;totale;avec;2;9,1;6,7;182;3;0,091;0,067
CCTAEA2;C;totale;avec;2;9,1;2,9;127;3;0,091;0,029
CT3;C;temoin;temoin;3;13,2;3,8;1245;3;0,132;0,038
CT3;C;temoin;temoin;3;13,1;3,2;1245;3;0,131;0,032
CT3;C;temoin;temoin;3;20,7;6,4;1245;3;0,207;0,064
CT3;C;temoin;temoin;3;11,7;0,5;871;3;0,117;0,005
CT3;C;temoin;temoin;3;11;8,2;172;3;0,11;0,082
CT3;C;temoin;temoin;3;20,7;4,2;1523;3;0,207;0,042
CT3;C;temoin;temoin;3;25,8;4,3;1523;3;0,258;0,043
CT3;C;temoin;temoin;3;13,7;4,2;1523;3;0,137;0,042
CT3;C;temoin;temoin;3;12,3;3,7;565;2;0,123;0,037
CT3;C;temoin;temoin;3;20;10,3;385;3;0,2;0,103
CT3;C;temoin;temoin;3;11,6;6,9;250;4;0,116;0,069
CT3;C;temoin;temoin;3;26,8;15,6;380;2;0,268;0,156
CT3;C;temoin;temoin;3;16,2;0,6;135;3;0,162;0,006
CCTSEA1;C;totale;sans;1;11;9,3;175;2;0,11;0,093
CCTSEA1;C;totale;sans;1;13,9;9,4;141;3;0,139;0,094
CCTSEA1;C;totale;sans;1;20,8;18,3;118;2;0,208;0,183
CCTSEA1;C;totale;sans;1;10;5,4;222;3;0,1;0,054
CCTSEA1;C;totale;sans;1;14,6;5;185;3;0,146;0,05
CCTSEA1;C;totale;sans;1;12;4;175;3;0,12;0,04
CCTSEA1;C;totale;sans;1;20,9;15,8;172;2;0,209;0,158
CCTSEA2;C;totale;sans;2;11,3;8,4;276;4;0,113;0,084
CCTSEA2;C;totale;sans;2;18,4;1,6;183;2;0,184;0,016
CCTSEA2;C;totale;sans;2;11,7;4,6;105;3;0,117;0,046
CCTSEA2;C;totale;sans;2;19,9;18,6;110;3;0,199;0,186
CCTSEA2;C;totale;sans;2;9,5;5,8;680;3;0,095;0,058
CCTSEA2;C;totale;sans;2;9,9;7,1;255;3;0,099;0,071
CCTSEA2;C;totale;sans;2;13;8,1;437;2;0,13;0,081
CCTSEA2;C;totale;sans;2;10,7;11,7;105;4;0,107;0,117
CCTSEA2;C;totale;sans;2;9,8;8,1;280;3;0,098;0,081
CCTSEA2;C;totale;sans;2;9,4;8,2;137;3;0,094;0,082
CCTSEA2;C;totale;sans;2;9,3;6,3;118;3;0,093;0,063
CCTSEA2;C;totale;sans;2;28,3;25,7;189;3;0,283;0,257
CCTSEA3;C;totale;sans;3;10,5;10,3;131;4;0,105;0,103
CCTSEA3;C;totale;sans;3;10,5;10,1;219;3;0,105;0,101
CCTSEA3;C;totale;sans;3;9,2;6,2;369;2;0,092;0,062
CCTSEA3;C;totale;sans;3;9,5;7,3;153;3;0,095;0,073
CCTSEA3;C;totale;sans;3;13,8;9,5;212;3;0,138;0,095
CCTSEA3;C;totale;sans;3;10,9;1,4;184;2;0,109;0,014
CCTSEA3;C;totale;sans;3;12,2;11;128;4;0,122;0,11
CCTSEA3;C;totale;sans;3;13;1,9;142;2;0,13;0,019
DCTAEA1;D;totale;avec;1;18,1;16,5;147;3;0,181;0,165
DCTAEA1;D;totale;avec;1;20,9;18,3;132;3;0,209;0,183
DCTAEA1;D;totale;avec;1;26,5;10,3;139;3;0,265;0,103
DCTAEA1;D;totale;avec;1;15,4;9,9;149;4;0,154;0,099
DCTAEA1;D;totale;avec;1;19,7;19,3;334;3;0,197;0,193
DCTAEA1;D;totale;avec;1;12,2;9,1;160;2;0,122;0,091
DCTAEA1;D;totale;avec;1;12,8;6,7;231;2;0,128;0,067
DCTAEA1;D;totale;avec;1;9,3;3,1;271;4;0,093;0,031
DCTAEA1;D;totale;avec;1;12,3;10,4;394;3;0,123;0,104
DCTAEA1;D;totale;avec;1;9,5;8,5;295;3;0,095;0,085
DCTAEA1;D;totale;avec;1;12,4;10,7;242;4;0,124;0,107
DCTAEA1;D;totale;avec;1;22,2;17,8;143;4;0,222;0,178
DCTAEA1;D;totale;avec;1;28,1;19,3;220;3;0,281;0,193
DCTAEA1;D;totale;avec;1;13,2;11;134;3;0,132;0,11
DCTAEA1;D;totale;avec;1;23,6;22,4;219;3;0,236;0,224
DCTAEA1;D;totale;avec;1;29,7;25,4;218;3;0,297;0,254
DCTAEA1;D;totale;avec;1;14,4;9,7;112;4;0,144;0,097
DCTAEA1;D;totale;avec;1;9,7;10,3;272;3;0,097;0,103
DCTAEA1;D;totale;avec;1;20;18,3;187;3;0,2;0,183
DCTAEA1;D;totale;avec;1;10;8,7;173;2;0,1;0,087
DCTAEA1;D;totale;avec;1;19,9;18,8;240;4;0,199;0,188
DCTAEA1;D;totale;avec;1;11,8;11,2;106;3;0,118;0,112
DCTAEA1;D;totale;avec;1;35,2;20,9;353;2;0,352;0,209
DCTAEA1;D;totale;avec;1;17;11,4;109;4;0,17;0,114
DCTAEA1;D;totale;avec;1;16,1;15,2;121;3;0,161;0,152
DCTAEA1;D;totale;avec;1;17,5;16;123;3;0,175;0,16
DCTAEA1;D;totale;avec;1;9,2;7,1;220;3;0,092;0,071
DCTAEA1;D;totale;avec;1;20,1;19,8;137;3;0,201;0,198
DCTAEA1;D;totale;avec;1;20,5;19,2;264;4;0,205;0,192
DCTAEA1;D;totale;avec;1;20,1;19,3;141;3;0,201;0,193
DCTAEA1;D;totale;avec;1;18,5;17,7;103;4;0,185;0,177
DCTAEA1;D;totale;avec;1;24,1;21,4;488;3;0,241;0,214
DCTAEA1;D;totale;avec;1;19,7;19,4;227;2;0,197;0,194
DCTAEA1;D;totale;avec;1;12,7;11,6;184;3;0,127;0,116
DCTAEA1;D;totale;avec;1;13;4,9;332;3;0,13;0,049
DCTAEA1;D;totale;avec;1;6,1;3,7;330;3;0,061;0,037
DCTAEA1;D;totale;avec;1;9,2;6,9;125;3;0,092;0,069
DCTAEA1;D;totale;avec;1;11,2;9,8;330;3;0,112;0,098
DCTAEA1;D;totale;avec;1;22,9;12,4;405;2;0,229;0,124
DCTAEA1;D;totale;avec;1;12,4;6,9;305;2;0,124;0,069
DCTAEA1;D;totale;avec;1;14,6;6,7;221;2;0,146;0,067
DCTAEA1;D;totale;avec;1;11,8;3,2;552;3;0,118;0,032
DCTAEA1;D;totale;avec;1;13,3;13,1;113;4;0,133;0,131
DCTAEA1;D;totale;avec;1;23,6;21,1;108;4;0,236;0,211
DCTAEA1;D;totale;avec;1;13,9;11,8;118;4;0,139;0,118
DCTAEA1;D;totale;avec;1;18,8;9,8;103;3;0,188;0,098
DCTAEA1;D;totale;avec;1;11,6;3,2;550;2;0,116;0,032
DCTAEA1;D;totale;avec;1;10,3;10,1;102;2;0,103;0,101
DCTAEA1;D;totale;avec;1;14,7;9,2;177;4;0,147;0,092
DCTAEA1;D;totale;avec;1;13,9;10,5;146;3;0,139;0,105
DCTAEA1;D;totale;avec;1;13,4;7,1;506;2;0,134;0,071
DCTAEA1;D;totale;avec;1;13,5;7,6;145;3;0,135;0,076
DCTAEA1;D;totale;avec;1;11,6;17,7;175;2;0,116;0,177
DCTAEA1;D;totale;avec;1;12,1;9;220;3;0,121;0,09
DCTAEA1;D;totale;avec;1;30;9,6;127;3;0,3;0,096
DCTAEA1;D;totale;avec;1;16,3;11,1;325;3;0,163;0,111
DCTAEA1;D;totale;avec;1;19,2;13,2;420;2;0,192;0,132
DCTAEA1;D;totale;avec;1;15,7;5;330;3;0,157;0,05
DCTAEA1;D;totale;avec;1;8;4,4;185;3;0,08;0,044
DCTAEA3;D;totale;avec;3;15,5;7,6;208;3;0,155;0,076
DCTAEA3;D;totale;avec;3;9,9;9,7;208;2;0,099;0,097
DCTAEA3;D;totale;avec;3;14,3;10;142;3;0,143;0,1
DCTAEA3;D;totale;avec;3;23,1;15,9;568;3;0,231;0,159
DCTAEA3;D;totale;avec;3;20,3;18,2;168;3;0,203;0,182
DCTAEA3;D;totale;avec;3;10,8;7,6;153;2;0,108;0,076
DCTAEA3;D;totale;avec;3;9,2;8,4;121;2;0,092;0,084
DCTAEA3;D;totale;avec;3;16,4;15,9;142;2;0,164;0,159
DCTAEA3;D;totale;avec;3;18,9;11,9;124;2;0,189;0,119
DCTAEA3;D;totale;avec;3;20,9;19,1;102;3;0,209;0,191
DCTAEA3;D;totale;avec;3;24,4;15,1;219;3;0,244;0,151
DCTAEA3;D;totale;avec;3;12,3;5,3;350;4;0,123;0,053
DCTAEA3;D;totale;avec;3;14,1;6,1;350;3;0,141;0,061
DCTAEA3;D;totale;avec;3;12,3;8,2;194;2;0,123;0,082
DCTAEA3;D;totale;avec;3;12,3;9,1;208;2;0,123;0,091
DCTAEA3;D;totale;avec;3;10,3;12,7;171;3;0,103;0,127
DCTAEA3;D;totale;avec;3;9,3;6,3;225;4;0,093;0,063
DCTAEA3;D;totale;avec;3;11,1;6,8;303;2;0,111;0,068
DCTAEA3;D;totale;avec;3;14,1;9,4;173;2;0,141;0,094
DCTAEA3;D;totale;avec;3;26,3;23,7;180;2;0,263;0,237
DCTAEA3;D;totale;avec;3;13,7;8,9;460;2;0,137;0,089
DCTAEA3;D;totale;avec;3;11,8;7,4;460;2;0,118;0,074
DCTAEA3;D;totale;avec;3;13,6;5,4;460;4;0,136;0,054
DCTAEA3;D;totale;avec;3;11,3;2,6;460;3;0,113;0,026
DCTAEA3;D;totale;avec;3;14,2;4;460;4;0,142;0,04
DCTAEA3;D;totale;avec;3;10,4;9,2;303;2;0,104;0,092
DCTAEA3;D;totale;avec;3;9,6;6,7;178;3;0,096;0,067
DCTAEA3;D;totale;avec;3;12,4;6,1;130;2;0,124;0,061
DCTAEA3;D;totale;avec;3;11,8;4,5;243;3;0,118;0,045
DCTAEA3;D;totale;avec;3;31,3;31;110;3;0,313;0,31
DCTAEA3;D;totale;avec;3;22,8;12,8;145;3;0,228;0,128
DCTAEA3;D;totale;avec;3;21,9;17,8;198;2;0,219;0,178
DCTAEA3;D;totale;avec;3;30,7;27,9;108;3;0,307;0,279
DCTAEA3;D;totale;avec;3;10,9;8,6;279;3;0,109;0,086
DCTAEA3;D;totale;avec;3;9,1;6;193;4;0,091;0,06
DCTAEA3;D;totale;avec;3;19,2;17,7;209;4;0,192;0,177
DCTAEA3;D;totale;avec;3;13,7;11;133;3;0,137;0,11
DCTAEA3;D;totale;avec;3;14,7;14,6;465;3;0,147;0,146
DCTAEA3;D;totale;avec;3;10,2;7,6;120;3;0,102;0,076
DCTAEA3;D;totale;avec;3;41,9;30,7;130;3;0,419;0,307
DCTAEA3;D;totale;avec;3;20,4;19,7;127;3;0,204;0,197
DCTAEA3;D;totale;avec;3;17;13,7;142;3;0,17;0,137
DCTAEA3;D;totale;avec;3;18;12,9;187;4;0,18;0,129
DCTAEA3;D;totale;avec;3;13,6;12,8;106;4;0,136;0,128
DCTAEA3;D;totale;avec;3;18,6;18,5;124;3;0,186;0,185
DCTAEA3;D;totale;avec;3;18,5;16,1;124;3;0,185;0,161
DCTAEA3;D;totale;avec;3;11,4;7,7;325;2;0,114;0,077
DCTAEA3;D;totale;avec;3;9,5;7,2;346;4;0,095;0,072
DCTAEA3;D;totale;avec;3;9,4;4;438;4;0,094;0,04
DCTAEA3;D;totale;avec;3;16,1;10;299;2;0,161;0,1
DCTAEA3;D;totale;avec;3;14,1;13;141;4;0,141;0,13
DCTAEA3;D;totale;avec;3;12,1;9,6;158;3;0,121;0,096
DCTAEA3;D;totale;avec;3;16,7;14,3;154;3;0,167;0,143
DCTAEA3;D;totale;avec;3;23;15,9;492;4;0,23;0,159
DCTAEA3;D;totale;avec;3;20,7;15,9;154;3;0,207;0,159
DCTAEA3;D;totale;avec;3;14,3;14,1;186;3;0,143;0,141
DCTAEA3;D;totale;avec;3;11,7;9,4;144;3;0,117;0,094
DCTAEA3;D;totale;avec;3;11,7;8,9;194;2;0,117;0,089
DCTAEA3;D;totale;avec;3;19,9;18,4;106;4;0,199;0,184
DCTAEA3;D;totale;avec;3;14,6;11;175;4;0,146;0,11
DCTAEA3;D;totale;avec;3;23,8;22,6;109;3;0,238;0,226
DCTAEA3;D;totale;avec;3;10,3;8,7;190;3;0,103;0,087
DCTAEA3;D;totale;avec;3;9,7;9,1;173;2;0,097;0,091
DCTAEA2;D;totale;avec;2;14,6;14,2;106;3;0,146;0,142
DCTAEA2;D;totale;avec;2;9,6;8;220;3;0,096;0,08
DCTAEA2;D;totale;avec;2;11;10,5;124;3;0,11;0,105
DCTAEA2;D;totale;avec;2;14,2;12,2;175;3;0,142;0,122
DCTAEA2;D;totale;avec;2;9,8;9,3;131;4;0,098;0,093
DCTAEA2;D;totale;avec;2;26,7;18,3;205;3;0,267;0,183
DCTAEA2;D;totale;avec;2;12,2;9,1;380;4;0,122;0,091
DCTAEA2;D;totale;avec;2;9,1;8,5;106;2;0,091;0,085
DCTAEA2;D;totale;avec;2;13,2;10,2;153;3;0,132;0,102
DCTAEA2;D;totale;avec;2;10,1;6,3;192;3;0,101;0,063
DCTAEA2;D;totale;avec;2;10,9;9,7;204;3;0,109;0,097
DCTAEA2;D;totale;avec;2;9,6;6,3;254;2;0,096;0,063
DCTAEA2;D;totale;avec;2;10,7;7,2;228;4;0,107;0,072
DCTAEA2;D;totale;avec;2;10,2;11,1;140;4;0,102;0,111
DCTAEA2;D;totale;avec;2;11,4;9,1;132;3;0,114;0,091
DCTAEA2;D;totale;avec;2;23,6;17,9;182;3;0,236;0,179
DCTAEA2;D;totale;avec;2;13,5;7,6;292;4;0,135;0,076
DCTAEA2;D;totale;avec;2;12,8;12,6;107;2;0,128;0,126
DCTAEA2;D;totale;avec;2;18,7;14;144;2;0,187;0,14
DCTAEA2;D;totale;avec;2;15,9;14,3;261;4;0,159;0,143
DCTAEA2;D;totale;avec;2;10,7;8;114;3;0,107;0,08
DCTAEA2;D;totale;avec;2;10,4;5,3;156;2;0,104;0,053
DCTAEA2;D;totale;avec;2;14,2;10,5;245;2;0,142;0,105
DCTAEA2;D;totale;avec;2;17,3;14,2;160;2;0,173;0,142
DCTAEA2;D;totale;avec;2;13,3;11,9;105;4;0,133;0,119
DCTAEA2;D;totale;avec;2;20,4;17,1;177;2;0,204;0,171
DCTAEA2;D;totale;avec;2;24,9;19,1;400;3;0,249;0,191
DCTAEA2;D;totale;avec;2;16,6;16,4;132;3;0,166;0,164
DCTAEA2;D;totale;avec;2;13,9;10,9;140;2;0,139;0,109
DCTSEA3;D;totale;sans;3;16,6;16,4;138;4;0,166;0,164
DCTSEA3;D;totale;sans;3;10;7,9;238;3;0,1;0,079
DCTSEA3;D;totale;sans;3;9,5;9,4;137;2;0,095;0,094
DCTSEA3;D;totale;sans;3;20,4;19,5;219;4;0,204;0,195
DCTSEA3;D;totale;sans;3;29,7;23,8;121;4;0,297;0,238
DCTSEA3;D;totale;sans;3;21,4;19,1;127;4;0,214;0,191
DCTSEA3;D;totale;sans;3;15,4;14,1;102;3;0,154;0,141
DCTSEA3;D;totale;sans;3;28,5;23,6;574;2;0,285;0,236
DCTSEA3;D;totale;sans;3;18,5;15,4;184;3;0,185;0,154
DCTSEA3;D;totale;sans;3;23,6;20,7;112;3;0,236;0,207
DCTSEA3;D;totale;sans;3;10,5;9,2;206;4;0,105;0,092
DCTSEA3;D;totale;sans;3;17,9;16,8;146;3;0,179;0,168
DCTSEA1;D;totale;sans;1;10,2;9,6;161;2;0,102;0,096
DCTSEA1;D;totale;sans;1;9;5,1;113;2;0,09;0,051
DCTSEA1;D;totale;sans;1;23,8;20,8;155;3;0,238;0,208
DCTSEA1;D;totale;sans;1;14,6;8,9;314;2;0,146;0,089
DCTSEA1;D;totale;sans;1;10,1;9,7;166;2;0,101;0,097
DCTSEA1;D;totale;sans;1;24,4;10,4;313;3;0,244;0,104
DCTSEA1;D;totale;sans;1;18,3;7,7;101;4;0,183;0,077
DCTSEA1;D;totale;sans;1;12,6;10,8;100;4;0,126;0,108
DCTSEA1;D;totale;sans;1;10,1;9,8;133;4;0,101;0,098
DCTSEA1;D;totale;sans;1;18,5;18,2;144;2;0,185;0,182
DCTSEA1;D;totale;sans;1;9,8;7,3;200;3;0,098;0,073
DCTSEA1;D;totale;sans;1;9,1;8,1;337;2;0,091;0,081
DCTSEA1;D;totale;sans;1;13,4;9,1;213;4;0,134;0,091
DCTSEA1;D;totale;sans;1;21,9;10,3;432;3;0,219;0,103
DCTSEA1;D;totale;sans;1;19,4;15,7;154;2;0,194;0,157
DCTSEA1;D;totale;sans;1;25,4;19,4;183;4;0,254;0,194
